IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP75;IP_PROP73;IP_PROP69;IP_PROP63;IP_PROP64;IP_PROP74;IP_PROP66;IP_PROP68;IP_PROP62;IP_PROP71;IP_PROP76;IP_PROP70;IP_PROP65;IP_PROP72;IP_PROP61;IP_PROP67;IC_GROUP0;IC_GROUP1;IC_GROUP2
; вартира;;Y;;;;;text;;;text;;500;;;;ярославский 27;1;-;;;;50,2;-;20,9;7,8;13,1;6,2+2,2;8 600 000 ;2;;;
; вартира;;Y;;;;;text;;;text;;500;;;;ярославский 27;1;-;;;;49,9;-;20,8;7,7;13,1;6,1+2,2;8 800 000 ;3;;;
